brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_gmall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_xentro,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
kurimi milk tea bar,0,0,0,0,0,0,0,1,2,0,0,0,3,2,False,True,KURIMI MILK TEA BAR
shukey key services trading,0,0,0,0,0,0,0,0,3,0,0,0,3,1,False,False,SHUKEY KEY SERVICES TRADING
158 designers boulevard,0,3,0,0,0,0,0,0,0,0,0,0,3,1,False,False,158 DESIGNERS' BOULEVARD
oro italia,0,2,0,0,0,0,0,1,0,0,0,0,3,2,False,True,ORO ITALIA
gulaman station,0,0,0,0,0,0,0,0,0,0,0,3,3,1,False,False,GULAMAN STATION
gui,0,1,0,0,1,0,0,0,1,0,0,0,3,3,False,True,GUI
chingu buko,0,0,0,0,2,0,0,1,0,0,0,0,3,2,False,True,Chingu Buko
bari uma,0,3,0,0,0,0,0,0,0,0,0,0,3,1,False,False,BARI UMA
ministop,0,0,0,0,0,0,0,2,1,0,0,0,3,2,False,True,Ministop
surplus,0,0,0,0,3,0,0,0,0,0,0,0,3,1,False,False,Surplus
158 designers blvd,0,0,0,0,0,3,0,0,0,0,0,0,3,1,False,False,158 Designers' Blvd.
barefruit guyabano,0,1,0,0,0,0,0,0,2,0,0,0,3,2,False,True,BAREFRUIT GUYABANO
barefruit,0,0,0,0,3,0,0,0,0,0,0,0,3,1,False,False,Barefruit
2 hands,0,0,0,0,0,0,0,1,2,0,0,0,3,2,False,True,2 Hands
surge fitness,0,2,0,0,0,0,1,0,0,0,0,0,3,2,False,True,SURGE FITNESS
dunkin donut,0,0,0,0,0,0,0,1,0,0,0,2,3,2,False,True,DUNKIN DONUT
krispy krust empanada,0,0,0,0,0,0,0,0,3,0,0,0,3,1,False,False,KRISPY KRUST EMPANADA
1st colonial grill,0,1,0,0,0,0,0,0,2,0,0,0,3,2,False,True,1ST COLONIAL GRILL
mitsubishi,0,0,0,0,0,0,0,2,1,0,0,0,3,2,False,True,MITSUBISHI
barcino,0,2,0,0,0,1,0,0,0,0,0,0,3,2,False,True,BARCINO
urban athletics,0,1,0,0,0,0,0,0,2,0,0,0,3,2,False,True,URBAN ATHLETICS
